payment_txn_id,payment_txn_success,failure_reason
Kw-034831,N,Credit or debit card is expired 
rQ-768970,Y,
JD-403242,N,Merchant account blocks the transaction
oU-732759,Y,
Cp-875256,Y,
mk-881536,Y,
ml-205747,N,Merchant account blocks the transaction
dA-191323,Y,
yR-914744,Y,
xY-967653,Y,
ry-414574,Y,
KT-506585,N,The billing address is invalid 
cG-905275,Y,
ZD-362317,Y,
ew-898531,Y,
Qf-454625,Y,
Ys-463942,Y,
TC-231175,Y,
Su-739406,Y,
kn-870762,Y,
Yo-310486,Y,
Rl-527608,Y,
mN-408515,Y,
ZF-954349,N,The consumers account is suspended or closed 
Yq-131973,Y,
Fc-879030,Y,
tQ-415224,N,Credit or debit card is canceled
Zb-690448,Y,
mx-412220,Y,
hM-481617,N,Incorrect Pin
ej-320810,N,Incorrect Pin
em-578430,N,Credit or debit card is expired 
Hv-999351,Y,
Xr-506124,Y,
Ph-199909,Y,
Yv-122987,Y,
pD-312271,Y,
DW-551449,Y,
te-327372,Y,
Gx-876913,Y,
eg-984673,Y,
NM-875017,Y,
Tr-347515,Y,
ex-608466,Y,
ME-927225,Y,
TO-774252,N,The consumers account is suspended or closed 
HW-939528,Y,
Ik-302911,Y,
bW-721174,Y,
vo-302808,Y,
CI-858507,Y,
pe-500047,N,Credit or debit card is canceled
en-655483,Y,
fj-160177,N,Incorrect Pin
VH-118637,Y,
pl-141139,Y,
Ul-570002,Y,
Yo-403644,Y,
PS-747888,Y,
oN-399952,N,The payment gateway does not support
wo-723637,Y,
iM-081007,N,Credit or debit card is expired 
br-591578,Y,
sA-508217,Y,
SW-690250,Y,
mR-859258,Y,
yf-378471,Y,
nj-354487,Y,
ob-204097,Y,
Ip-675327,Y,
PO-989605,N,Credit or debit card is expired 
pF-713859,Y,
bW-061412,Y,
MI-111617,Y,
Fv-523604,Y,
Fx-701375,N,Credit or debit card is expired 
kM-809379,Y,
BG-507637,Y,
Rp-340270,Y,
Oa-960069,Y,
BE-200079,N,Merchant account blocks the transaction
dh-972996,Y,
uT-350684,N,The consumers account is suspended or closed 
qS-584694,Y,
XT-244366,Y,
qB-029129,Y,
qB-745524,Y,
kZ-987341,Y,
dn-992632,Y,
Ez-271435,Y,
td-027156,Y,
Fv-851833,Y,
xS-721973,Y,
or-213474,Y,
bj-071244,Y,
UM-865548,Y,
xH-786972,Y,
Ux-962683,N,Merchant account blocks the transaction
FQ-632209,Y,
nv-508186,Y,
CW-181764,Y,
zn-704605,Y,
LW-785493,Y,
Ll-805941,N,The billing address is invalid 
ee-353089,Y,
gH-530131,Y,
fF-709341,Y,
ti-683432,Y,
bs-869682,Y,
Jd-059197,Y,
FC-869228,Y,
Am-241656,N,Credit or debit card is canceled
xy-829784,N,Credit or debit card is expired 
Bz-141206,Y,
Oy-480228,Y,
Gv-958556,Y,
yP-506795,Y,
HC-714256,Y,
LP-562235,Y,
Ta-582325,Y,
Yw-719744,Y,
fo-012671,Y,
zW-996050,Y,
UU-566688,Y,
Xh-141624,N,Credit or debit card is expired 
wv-004279,Y,
GZ-357291,N,Merchant account blocks the transaction
DM-350569,Y,
Tl-714189,N,Credit or debit card is canceled
ce-833816,Y,
IO-456330,Y,
wF-328616,Y,
Ft-508803,Y,
xe-384904,N,The billing address is invalid 
Hm-165564,Y,
Ra-548748,Y,
Fm-816313,Y,
tM-772203,Y,
Iq-166129,Y,
zO-034782,Y,
oB-846589,N,Merchant account blocks the transaction
Lh-887275,Y,
Oe-122225,Y,
qs-616428,Y,
Vb-917599,Y,
Ho-174831,Y,
zX-801044,Y,
Yz-168116,Y,
Bg-842894,Y,
cl-843058,Y,
Rd-081544,Y,
qs-121959,Y,
Hb-649508,Y,
qf-956354,Y,
pb-079949,N,The billing address is invalid 
lB-399474,Y,
MM-317043,Y,
yZ-414258,Y,
YS-379305,Y,
go-203241,N,The consumers account is suspended or closed 
ds-098814,Y,
EN-729190,Y,
Vc-462587,Y,
rX-423424,Y,
Zb-102387,N,The billing address is invalid 
oE-036891,Y,
xU-586114,Y,
mk-290061,Y,
ZS-557649,Y,
cI-803711,Y,
ND-122062,Y,
fY-584745,Y,
gT-551292,Y,
iJ-000204,Y,
fM-077525,Y,
Kv-359727,Y,
jI-307727,N,The consumers account is suspended or closed 
nI-703540,Y,
FB-086401,Y,
Ot-908127,Y,
sA-943576,N,Merchant account blocks the transaction
cq-248256,Y,
uB-514946,Y,
cL-361750,Y,
QS-229374,Y,
iT-252519,Y,
AB-284030,N,The consumers account is suspended or closed 
Ig-931135,Y,
aJ-018951,Y,
Wm-651160,Y,
BH-597663,Y,
TN-624474,Y,
Tq-191094,Y,
cx-225502,Y,
fc-459836,Y,
kJ-339022,Y,
lw-921956,Y,
bm-943692,Y,
wh-748517,N,Credit or debit card is expired 
Ji-014210,N,The payment gateway does not support
RE-960415,Y,
zI-035227,Y,
wh-100523,Y,
Cy-855467,Y,
so-856346,Y,
mT-269626,Y,
Fn-609489,Y,
Kz-625858,N,Merchant account blocks the transaction
cA-624884,Y,
LE-483731,Y,
Cf-873208,Y,
Ti-447170,Y,
Kn-327191,Y,
FS-621410,N,Credit or debit card is expired 
KS-017735,Y,
Fv-842628,Y,
fx-196309,Y,
kE-360781,Y,
bE-639124,Y,
gV-294400,Y,
pO-895105,Y,
Sh-841619,Y,
Dy-692883,Y,
wh-223959,N,Merchant account blocks the transaction
Zm-045104,Y,
lZ-093063,Y,
Xf-989800,Y,
BS-213645,Y,
xH-321665,Y,
Jz-544492,N,The consumers account is suspended or closed 
wb-741266,Y,
GV-443327,Y,
mm-459024,Y,
To-642529,Y,
js-646460,Y,
Ay-766799,Y,
ob-880326,N,The payment gateway does not support
Gy-785410,N,Merchant account blocks the transaction
jm-768086,Y,
Oy-551027,Y,
Oe-826745,N,The consumers account is suspended or closed 
sG-364923,Y,
Ql-611098,Y,
kC-097922,Y,
pT-515371,N,The payment gateway does not support
Ow-227919,Y,
vR-518778,Y,
cJ-079756,Y,
et-380477,Y,
aa-094495,N,Credit or debit card is canceled
Gv-874723,Y,
Ac-388719,Y,
QU-502051,Y,
Jy-033405,Y,
SG-097190,Y,
ox-932240,Y,
Xc-510212,N,Credit or debit card is expired 
Ev-052755,Y,
qq-684382,Y,
Qb-027068,Y,
th-582919,Y,
sT-283369,Y,
XS-598656,Y,
GJ-528364,N,The payment gateway does not support
LD-534661,Y,
uS-422113,Y,
rF-024743,Y,
GJ-494265,Y,
sB-801266,N,Credit or debit card is expired 
qY-317296,N,Credit or debit card is expired 
YQ-353248,Y,
jf-170687,Y,
Xu-672691,N,The consumers account is suspended or closed 
wo-690580,Y,
pu-344024,Y,
Sp-271818,N,The consumers account is suspended or closed 
aa-173526,Y,
Qw-045573,N,The billing address is invalid 
Kz-394662,Y,
WE-415766,Y,
GM-152195,Y,
rb-031804,Y,
dj-263024,Y,
Vu-961811,N,The billing address is invalid 
LJ-665020,Y,
rt-020389,Y,
CN-101804,Y,
eE-118217,Y,
Kk-028192,Y,
lI-744116,Y,
rQ-848274,Y,
gp-784313,Y,
sh-828154,N,Incorrect Pin
CO-669304,Y,
oM-162250,Y,
AH-284822,Y,
cg-470122,Y,
ql-129142,Y,
xT-875470,Y,
Gm-535875,Y,
hp-213633,Y,
py-821402,Y,
El-390461,Y,
bw-826769,Y,
HI-519939,Y,
gj-113810,N,The payment gateway does not support
qm-101823,Y,
wY-610167,Y,
Zi-066415,Y,
yd-207124,Y,
QP-067105,N,The payment gateway does not support
GM-818861,Y,
pL-149094,Y,
lq-541650,Y,
FG-179566,Y,
HY-474149,Y,
Ro-064155,Y,
Ae-884819,N,Credit or debit card is expired 
Ze-676210,Y,
Ba-522810,Y,
cT-210520,Y,
Ts-940900,N,Credit or debit card is expired 
cj-183066,Y,
GF-576640,Y,
ik-114250,Y,
yr-094073,Y,
RA-359880,Y,
Rq-360747,Y,
od-289772,Y,
cm-221962,Y,
ir-438435,Y,
zB-640043,Y,
Ku-672017,Y,
Nt-040909,Y,
it-476348,Y,
Xm-235973,Y,
xP-520082,Y,
qJ-299644,Y,
Mu-040428,Y,
nx-603744,Y,
sv-059184,Y,
xy-464218,Y,
rH-934742,Y,
Vl-931215,Y,
Rh-680465,Y,
tt-682919,Y,
jV-507461,Y,
rl-168504,Y,
pr-197224,Y,
qn-558261,Y,
kJ-734713,N,Merchant account blocks the transaction
wA-102551,Y,
VB-750364,Y,
Yz-128622,Y,
pX-591574,N,The consumers account is suspended or closed 
Oe-057163,Y,
tj-069041,Y,
ut-240507,N,Credit or debit card is canceled
AA-434176,N,The consumers account is suspended or closed 
WY-850034,Y,
rq-518430,Y,
GM-138705,Y,
WH-987018,N,The consumers account is suspended or closed 
UA-439712,Y,
fN-084791,Y,
aB-394503,Y,
IB-503709,Y,
Fx-009602,Y,
yE-448699,Y,
nk-347372,Y,
Ky-318430,Y,
XN-348877,Y,
vP-119258,Y,
tK-431644,N,Incorrect Pin
rg-425754,Y,
XW-547340,Y,
EB-153746,Y,
ze-978590,Y,
YP-097628,Y,
lR-941520,Y,
Ni-588253,Y,
QK-550704,Y,
Fp-180890,Y,
yV-694125,Y,
ov-462547,Y,
is-127481,N,Merchant account blocks the transaction
aL-582837,Y,
zj-345663,Y,
Rv-830122,Y,
EO-539214,Y,
sh-644804,Y,
Rs-408504,N,The consumers account is suspended or closed 
aR-586529,Y,
fZ-222474,Y,
bM-992587,Y,
cL-090690,Y,
kQ-161441,Y,
Mb-455868,N,Incorrect Pin
Ex-738470,Y,
Tk-760424,Y,
wl-871405,N,The billing address is invalid 
UC-989501,Y,
VT-126883,Y,
Kp-728506,Y,
fa-397868,Y,
Ei-883489,Y,
SR-991792,Y,
gR-728461,Y,
nt-708813,Y,
EU-218456,Y,
OW-099247,Y,
ej-786539,Y,
GM-756072,Y,
XL-552820,Y,
LW-246396,Y,
tx-622722,Y,
Pg-167152,N,Incorrect Pin
kX-742559,N,The payment gateway does not support
lG-358602,N,Credit or debit card is canceled
nM-895195,Y,
dT-753059,Y,
ci-963255,Y,
Qn-140463,Y,
sd-949651,Y,
yV-791112,Y,
mz-103001,Y,
Rs-559142,Y,
OE-357998,Y,
lS-616144,Y,
Xk-970402,Y,
cV-434936,Y,
XJ-798943,Y,
gl-231388,N,The consumers account is suspended or closed 
zB-791508,Y,
fz-150112,Y,
Lz-146558,Y,
Lu-875799,Y,
yO-372096,N,Merchant account blocks the transaction
sN-760342,N,Incorrect Pin
Fy-922392,Y,
SE-183977,N,The billing address is invalid 
pR-262310,Y,
xn-247186,Y,
lX-154090,Y,
Np-048741,Y,
nc-816705,Y,
pH-111150,N,Merchant account blocks the transaction
oJ-881146,Y,
yr-998188,Y,
cH-636377,Y,
Uy-943810,Y,
bD-797659,N,Incorrect Pin
NH-240092,N,The consumers account is suspended or closed 
qA-031256,Y,
fz-908626,N,The consumers account is suspended or closed 
Ha-494383,Y,
IT-806877,Y,
Fa-568907,N,The billing address is invalid 
fK-563473,N,Credit or debit card is expired 
eb-643602,Y,
Sw-243530,Y,
Lz-413129,Y,
qG-954594,N,Credit or debit card is expired 
Xr-015893,Y,
MM-966497,Y,
Zj-662528,N,Credit or debit card is canceled
Ln-334760,Y,
YK-199576,Y,
Sq-599583,Y,
Qd-891266,N,Incorrect Pin
qj-298497,Y,
Ww-062857,Y,
Pr-082251,Y,
nO-480535,N,Credit or debit card is expired 
Zu-711446,Y,
XP-546863,Y,
Ll-164134,Y,
us-782264,Y,
lm-644803,Y,
pK-463527,Y,
ag-549724,N,Merchant account blocks the transaction
AJ-567030,Y,
vX-373542,Y,
sc-771397,Y,
AX-549720,Y,
DC-328645,Y,
eJ-402262,N,Merchant account blocks the transaction
El-091829,Y,
Ob-716929,Y,
BA-822654,Y,
NE-144906,Y,
tT-661814,Y,
WO-587374,Y,
mX-139751,N,Merchant account blocks the transaction
Jm-293989,Y,
WQ-024348,Y,
MH-720765,Y,
xX-352886,Y,
zp-785921,Y,
PE-362343,Y,
ZF-863151,Y,
Ml-073167,N,Credit or debit card is expired 
Qz-345525,N,The payment gateway does not support
YN-607664,Y,
Rr-301269,Y,
Ae-285000,Y,
aI-936317,Y,
wV-111337,Y,
yV-732735,N,The billing address is invalid 
jw-357799,Y,
Sr-968987,Y,
PI-640346,Y,
eV-169260,Y,
sO-918720,Y,
SI-052921,Y,
Qj-983237,Y,
pZ-909760,Y,
Tp-189701,Y,
PR-444034,N,The billing address is invalid 
Rb-932412,Y,
ol-777316,Y,
tv-721191,Y,
rR-257139,N,Merchant account blocks the transaction
Wr-703454,Y,
Gh-380811,Y,
tt-877586,Y,
Lg-276096,Y,
pJ-597080,Y,
MD-021410,Y,
Ez-523699,Y,
Kg-292781,Y,
dP-803722,Y,
dG-952644,N,Merchant account blocks the transaction
KL-256904,Y,
Xq-241555,Y,
HW-699480,Y,
oL-876295,Y,
xP-340997,Y,
WK-227046,Y,
si-120858,Y,
WO-308446,Y,
Of-844264,Y,
zo-225005,Y,
Sa-758623,N,Credit or debit card is canceled
Lj-902519,Y,
Cf-974129,Y,
aj-703538,Y,
GM-886817,Y,
zZ-467944,N,Credit or debit card is canceled
OT-055819,N,Incorrect Pin
Ey-392428,Y,
hR-475873,Y,
Dy-422524,N,The consumers account is suspended or closed 
kp-754310,Y,
XQ-306289,Y,
Sa-274457,Y,
fS-272321,Y,
DU-897603,Y,
fH-062201,Y,
wL-337805,Y,
af-179255,Y,
Qx-529093,Y,
iJ-637166,Y,
nJ-387500,Y,
mw-604933,Y,
rz-118535,N,Merchant account blocks the transaction
SI-017076,Y,
NG-178045,Y,
tf-415063,Y,
yv-555518,Y,
im-018288,Y,
vA-384676,Y,
At-262104,N,Incorrect Pin
Xv-888998,Y,
tO-771685,Y,
sM-198517,Y,
qc-221777,N,The consumers account is suspended or closed 
Gs-264643,Y,
Tt-359793,Y,
Lz-002940,Y,
OI-665786,Y,
qI-336961,Y,
NW-253447,N,The payment gateway does not support
dN-303363,Y,
VS-752190,Y,
yt-706126,Y,
At-166336,Y,
tv-910891,Y,
GU-745004,N,Merchant account blocks the transaction
Dr-783255,Y,
vG-031110,Y,
Wz-254473,Y,
Hl-898217,Y,
rD-179048,N,The payment gateway does not support
qq-128947,N,The consumers account is suspended or closed 
iN-525586,Y,
np-605140,Y,
LM-223569,Y,
Yp-329898,Y,
HQ-491521,Y,
BB-418368,N,The consumers account is suspended or closed 
nk-960588,N,The consumers account is suspended or closed 
Jw-981227,Y,
XY-123375,Y,
IC-452288,Y,
MS-940152,Y,
Ae-619571,Y,
Cm-856666,Y,
rK-160136,Y,
yT-507849,Y,
ON-572011,Y,
Ad-306140,Y,
IV-166881,Y,
bI-511835,Y,
WB-219574,Y,
Jf-832425,Y,
Eo-649601,Y,
cr-318727,Y,
Qv-485747,Y,
HM-147387,N,The billing address is invalid 
EQ-759481,Y,
Rc-592828,N,Merchant account blocks the transaction
bf-119275,Y,
Xr-397959,Y,
fF-339568,Y,
CA-204376,Y,
TK-239523,N,Merchant account blocks the transaction
KW-130576,Y,
pp-241012,Y,
OL-008000,Y,
Gy-470906,Y,
wO-396086,Y,
RJ-139858,N,The payment gateway does not support
hU-650543,Y,
dc-178418,Y,
Qk-489067,Y,
dI-104628,Y,
MR-714702,N,The billing address is invalid 
Pc-702485,N,Merchant account blocks the transaction
qX-071420,Y,
gA-282524,Y,
TD-315640,N,Merchant account blocks the transaction
OS-140357,N,Credit or debit card is expired 
LA-647948,Y,
kq-163290,Y,
TD-284677,Y,
Bc-889355,Y,
tN-574294,Y,
lv-867744,Y,
EZ-490688,Y,
QH-368061,Y,
sh-859278,Y,
ij-129812,Y,
DF-529395,Y,
kY-257791,Y,
HC-581769,N,Credit or debit card is expired 
Te-347679,Y,
KH-916157,Y,
qj-253707,Y,
ir-171962,N,Merchant account blocks the transaction
cj-334277,Y,
BG-004963,Y,
zz-053947,N,The consumers account is suspended or closed 
Qu-366180,N,The consumers account is suspended or closed 
nM-001576,Y,
DR-295901,Y,
GQ-128816,Y,
Pl-241476,Y,
PI-375625,Y,
np-305225,N,Incorrect Pin
oo-959521,Y,
XW-211091,N,Credit or debit card is expired 
bW-859412,Y,
QD-424150,Y,
bv-834078,Y,
ZP-337919,Y,
Lc-488470,N,Credit or debit card is expired 
Gt-566936,Y,
ov-598722,Y,
Gb-826466,Y,
hQ-228346,Y,
Tk-699079,Y,
Ay-895611,N,The consumers account is suspended or closed 
rI-706880,Y,
So-502297,N,The payment gateway does not support
Uu-746407,Y,
kV-497035,Y,
ys-374543,Y,
bZ-037993,Y,
ie-241638,Y,
BV-921440,Y,
nj-446891,Y,
WH-030835,Y,
dd-760219,Y,
ET-482231,Y,
lR-234375,N,The payment gateway does not support
er-562639,Y,
dm-703781,Y,
ao-243017,Y,
Ek-453670,N,Merchant account blocks the transaction
xP-029804,Y,
jG-841459,Y,
KK-855518,Y,
oO-282827,Y,
pb-610815,N,Credit or debit card is canceled
nX-183177,Y,
ZK-855484,Y,
WW-888293,Y,
OZ-594004,Y,
Ps-588787,Y,
Wo-894814,Y,
lL-130707,Y,
RX-729594,Y,
vh-775196,Y,
na-391038,Y,
hA-643264,Y,
ok-099990,Y,
Cj-501569,Y,
JZ-753839,Y,
Wi-748961,N,Merchant account blocks the transaction
qm-697900,N,Merchant account blocks the transaction
wf-480176,Y,
ja-868161,N,Credit or debit card is expired 
mT-671574,Y,
LM-906565,N,The consumers account is suspended or closed 
nC-548702,Y,
YV-902317,Y,
qo-676349,Y,
WR-204335,Y,
qJ-520343,N,The billing address is invalid 
Au-174398,Y,
Tx-087968,Y,
AT-593219,N,Merchant account blocks the transaction
Kw-053630,N,Credit or debit card is expired 
Lv-910300,Y,
RK-153401,Y,
Sy-691177,Y,
xh-174843,N,Credit or debit card is expired 
Ma-862627,N,Incorrect Pin
ay-208340,Y,
dH-620431,Y,
Mw-623602,Y,
kz-858886,Y,
yF-310108,Y,
CF-002048,Y,
yf-867188,Y,
eM-194952,Y,
Di-738416,N,The billing address is invalid 
Pt-165597,Y,
qU-392478,Y,
dv-218429,Y,
Co-530718,Y,
Du-059925,Y,
cl-898002,Y,
KO-276407,N,Credit or debit card is canceled
mL-689248,Y,
wI-443833,Y,
qx-272338,Y,
Zc-796068,N,The consumers account is suspended or closed 
pU-829191,Y,
jF-697631,N,Merchant account blocks the transaction
yB-644072,N,Incorrect Pin
Gr-917955,Y,
Ht-511686,Y,
cW-581983,Y,
iF-082707,Y,
Yn-122062,N,Credit or debit card is expired 
kn-271030,Y,
CK-678374,Y,
Vd-729650,N,Credit or debit card is canceled
PS-419430,Y,
By-328015,Y,
yc-603203,Y,
VN-084980,Y,
ra-523939,N,Merchant account blocks the transaction
tx-109310,Y,
Zm-280340,Y,
UQ-792642,Y,
xM-082271,Y,
iK-061260,Y,
fG-267736,Y,
bC-460937,Y,
fT-746527,Y,
OZ-862321,N,Credit or debit card is canceled
Vw-935358,N,The billing address is invalid 
fN-093358,N,Credit or debit card is canceled
IR-769902,Y,
WL-084498,N,Credit or debit card is expired 
sA-350039,Y,
Rm-837537,Y,
AK-225566,Y,
nn-176354,Y,
eU-505836,Y,
Zh-036088,Y,
if-460280,Y,
Mf-035876,Y,
VJ-922888,Y,
br-874104,Y,
NB-821269,Y,
Qf-105947,Y,
yp-614827,Y,
Kb-543584,Y,
Ub-255420,Y,
cb-257985,Y,
Ki-266110,N,Incorrect Pin
GV-115428,Y,
XN-206148,Y,
MK-752333,Y,
mZ-841340,Y,
az-150539,Y,
LU-060518,Y,
WX-981982,Y,
Yy-721642,Y,
GJ-032949,Y,
hz-539531,N,Merchant account blocks the transaction
Ly-701078,Y,
NE-385009,N,The consumers account is suspended or closed 
QK-873025,Y,
ms-823579,N,Incorrect Pin
PB-062208,Y,
Lc-194965,Y,
HJ-502981,Y,
vt-858505,Y,
Uf-471762,Y,
eY-557807,Y,
vO-473406,Y,
Be-759120,Y,
gp-178348,Y,
HE-454982,Y,
Pe-007139,Y,
mc-894887,N,Merchant account blocks the transaction
tp-922609,Y,
Fy-481588,N,Credit or debit card is expired 
in-516042,Y,
mp-098564,N,The consumers account is suspended or closed 
tA-090850,Y,
LK-775769,Y,
dj-277078,Y,
cN-527639,Y,
Uq-588435,Y,
Pj-010167,Y,
TG-601380,N,Merchant account blocks the transaction
HZ-971528,Y,
Kf-767609,Y,
Wc-850266,N,Incorrect Pin
AX-835336,Y,
ou-012245,Y,
pW-436196,Y,
Kz-768621,N,The consumers account is suspended or closed 
LR-950113,Y,
Hs-442779,Y,
tJ-797663,Y,
fc-778328,Y,
Qw-234397,Y,
DP-312430,Y,
gS-095667,Y,
YY-505452,Y,
rV-113119,Y,
ZZ-924771,Y,
ef-679988,Y,
tp-749544,Y,
Nw-301525,Y,
Iq-243432,Y,
sb-342496,N,The billing address is invalid 
wY-015390,N,Incorrect Pin
lb-485889,Y,
lk-031450,N,Credit or debit card is canceled
CZ-642079,Y,
mR-173195,Y,
Wg-181869,Y,
WH-160526,Y,
Cv-403961,Y,
oa-948486,Y,
RR-663425,N,The payment gateway does not support
Yw-757034,Y,
Ed-193443,Y,
Xv-726649,Y,
al-491739,N,The billing address is invalid 
sA-453617,Y,
fK-123292,Y,
qQ-274030,Y,
ho-771459,N,Incorrect Pin
Dl-009372,N,Incorrect Pin
YU-375905,Y,
uf-477776,Y,
vg-197974,Y,
cP-707545,N,The payment gateway does not support
qY-147376,Y,
ne-999417,Y,
Gt-636997,Y,
BQ-457850,N,Credit or debit card is expired 
sS-341597,Y,
iW-234752,Y,
rP-528398,Y,
ll-677669,Y,
Au-710598,Y,
Gv-695991,N,The consumers account is suspended or closed 
kh-119444,Y,
qo-974908,Y,
wC-758514,N,Credit or debit card is canceled
pY-603364,Y,
xi-991762,Y,
rs-168774,Y,
KP-417247,Y,
HI-848168,N,Credit or debit card is canceled
DF-258951,Y,
Jq-206264,Y,
kY-120623,Y,
tm-571602,Y,
GA-277920,N,Merchant account blocks the transaction
dc-728672,Y,
MU-403225,Y,
Jd-585389,Y,
eI-736165,Y,
Xu-186553,Y,
ma-038531,N,Credit or debit card is expired 
MI-156595,Y,
pC-992429,Y,
xV-167879,Y,
